"Name","Live Bytes","Live Objects"
"org.apache.commons.logging.LogAdapter$$Lambda.0x000000700100d670","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.data.MetricsRepositoryMethodInvocationListenerBeanPostProcessor","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b41680","16 B (0%)","1 (0%)"
"jdk.jfr.internal.jfc.model.JFCModel$$Lambda.0x0000007001563c70","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder$$Lambda.0x00000070015161d0","16 B (0%)","1 (0%)"
"org.springframework.kafka.support.EndpointHandlerMethod$$Lambda.0x00000070018234c8","16 B (0%)","1 (0%)"
"sun.rmi.server.Util$$Lambda.0x0000007001c00d00","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b3dc30","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.StandardConfigDataLocationResolver$$Lambda.0x000000700116d818","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.health.HealthContributorNameFactory","16 B (0%)","1 (0%)"
"io.micrometer.tracing.otel.bridge.OtelSpanCustomizer","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationSelectors$Nearest","16 B (0%)","1 (0%)"
"io.netty.channel.ChannelHandlerMask$1","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.BoundConfigurationProperties","16 B (0%)","1 (0%)"
"java.util.Locale$Builder","16 B (0%)","1 (0%)"
"org.springframework.cloud.bootstrap.LoggingSystemShutdownListener","16 B (0%)","1 (0%)"
"jdk.jfr.internal.JVM","16 B (0%)","1 (0%)"
"com.groww.credit.vendor.saison.domain.lms.utils.SaisonApiAuthenticationUtil","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b4b3d0","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$$Lambda.0x00000070018f4868","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0%)","1 (0%)"
"org.redisson.jcache.JCachingProvider","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.management.PlainTextThreadDumpFormatter","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider$Constructors$$Lambda.0x0000007001189e68","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.theme.FixedThemeResolver","16 B (0%)","1 (0%)"
"jdk.internal.icu.impl.Norm2AllModes$NoopNormalizer2","16 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$T13CC20P1305WriteCipherGenerator","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.RepeatableContainers$NoRepeatableContainers","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda.0x00000070015e7d88","16 B (0%)","1 (0%)"
"org.springframework.cloud.commons.util.UtilAutoConfiguration","16 B (0%)","1 (0%)"
"io.netty.channel.ChannelOutboundBuffer$1","16 B (0%)","1 (0%)"
"io.micrometer.observation.NoopObservationRegistry","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanIntrospector","16 B (0%)","1 (0%)"
"org.springdoc.core.configuration.SpringDocPageableConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration$$Lambda.0x0000007001948d20","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.ssl.SslProperties$Bundles$Watch$File","16 B (0%)","1 (0%)"
"io.undertow.servlet.api.LoggingExceptionHandler","16 B (0%)","1 (0%)"
"org.springframework.cloud.context.scope.GenericScope$BeanLifecycleWrapperCache","16 B (0%)","1 (0%)"
"org.springframework.data.redis.core.convert.Jsr310Converters$BytesToPeriodConverter","16 B (0%)","1 (0%)"
"org.xnio.nio.NioXnio$3","16 B (0%)","1 (0%)"
"java.util.jar.JavaUtilJarAccessImpl","16 B (0%)","1 (0%)"
"org.apache.commons.pool2.impl.EvictionTimer$WeakRunner","16 B (0%)","1 (0%)"
"org.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotationParameterNameDiscoverer","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b2cdc0","16 B (0%)","1 (0%)"
"jdk.internal.misc.TerminatingThreadLocal$1","16 B (0%)","1 (0%)"
"org.springframework.boot.web.client.ClientHttpRequestFactories$OkHttp$$Lambda.0x0000007001bca070","16 B (0%)","1 (0%)"
"org.springdoc.core.configuration.SpringDocPageableConfiguration$$Lambda.0x00000070019760e8","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b35750","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer$$Lambda.0x00000070016b6a98","16 B (0%)","1 (0%)"
"kotlin.ranges.IntRange$Companion","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.endpoint.annotation.DiscoveredOperationsFactory$$Lambda.0x000000700199a678","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.internal.LoadingCache$$Lambda.0x00000070014119b8","16 B (0%)","1 (0%)"
"com.giffing.bucket4j.spring.boot.starter.context.Bucket4jConfigurationHolder","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.constraintvalidators.bv.NotBlankValidator","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder$$Lambda.0x000000700151a010","16 B (0%)","1 (0%)"
"org.redisson.client.protocol.decoder.AutoClaimMapReplayDecoder","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy17","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy19","16 B (0%)","1 (0%)"
"org.springframework.cloud.configuration.CompositeCompatibilityVerifier","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy13","16 B (0%)","1 (0%)"
"jdk.proxy2.$Proxy15","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.health.HealthEndpointWebExtensionConfiguration$$Lambda.0x00000070019a6a48","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.jvm.JvmHeapPressureMetrics$$Lambda.0x0000007001a16bf8","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.UndertowWebServerFactoryCustomizer$$Lambda.0x00000070016b8ed0","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b47748","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.tracing.prometheus.PrometheusSimpleclientExemplarsAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.logging.CorrelationIdFormatter$$Lambda.0x00000070011bb120","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.std.StringSerializer","16 B (0%)","1 (0%)"
"io.netty.channel.DefaultSelectStrategyFactory","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.MethodInterceptorGenerator$$Lambda.0x000000700140e5a0","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda.0x0000007001205c58","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$RxJava3Registrar$$Lambda.0x00000070019175e0","16 B (0%)","1 (0%)"
"org.springframework.cloud.autoconfigure.PauseResumeEndpointsConfiguration","16 B (0%)","1 (0%)"
"feign.template.Template$$Lambda.0x00000070017a0ce0","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.scheduling.ScheduledTasksEndpointAutoConfiguration","16 B (0%)","1 (0%)"
"kotlin.collections.AbstractList$Companion","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b33160","16 B (0%)","1 (0%)"
"com.google.gson.internal.sql.SqlTimeTypeAdapter$1","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.Gauge$$Lambda.0x0000007001a1cc68","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.endpoint.EndpointAutoConfiguration","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.LocalDateKeyDeserializer","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.OptionalValueExtractor","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.SessionScope","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b30900","16 B (0%)","1 (0%)"
"org.springframework.web.accept.MappingMediaTypeFileExtensionResolver$$Lambda.0x00000070018e1d38","16 B (0%)","1 (0%)"
"sun.nio.ch.Util$1","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b44a48","16 B (0%)","1 (0%)"
"io.netty.util.concurrent.FastThreadLocal","16 B (0%)","1 (0%)"
"org.springframework.data.util.CustomCollections$$Lambda.0x0000007001875080","16 B (0%)","1 (0%)"
"org.springframework.kafka.listener.ExceptionClassifier$$Lambda.0x00000070018169a0","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.error.DefaultErrorAttributes","16 B (0%)","1 (0%)"
"sun.management.ThreadImpl$$Lambda.0x00000070017df650","16 B (0%)","1 (0%)"
"io.lettuce.core.resource.KqueueProvider$$Lambda.0x000000700188f4e8","16 B (0%)","1 (0%)"
"org.springframework.aop.interceptor.AsyncExecutionAspectSupport$$Lambda.0x000000700148f568","16 B (0%)","1 (0%)"
"feign.Util$$Lambda.0x00000070017969b8","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.MutuallyExclusiveConfigurationPropertiesException$$Lambda.0x00000070019ab038","16 B (0%)","1 (0%)"
"org.springframework.data.convert.SimplePropertyValueConversions$$Lambda.0x000000700186b060","16 B (0%)","1 (0%)"
"jdk.internal.jimage.ImageReaderFactory$1","16 B (0%)","1 (0%)"
"java.io.Console$$Lambda.0x00000070010e1ed8","16 B (0%)","1 (0%)"
"java.util.Hashtable$KeySet","16 B (0%)","1 (0%)"
"org.apache.kafka.common.telemetry.internals.TelemetryMetricNamingConvention$$Lambda.0x0000007001a82bf8","16 B (0%)","1 (0%)"
"org.springdoc.core.properties.SpringDocConfigProperties$Groups","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b433b8","16 B (0%)","1 (0%)"
"javax.cache.expiry.EternalExpiryPolicy","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.CharArrayValueExtractor","16 B (0%)","1 (0%)"
"io.netty.util.AsciiString[]","16 B (0%)","1 (0%)"
"org.springframework.boot.DefaultApplicationContextFactory$$Lambda.0x0000007001098658","16 B (0%)","1 (0%)"
"org.springframework.data.redis.core.RedisQueryEngine$RedisCriteriaAccessor","16 B (0%)","1 (0%)"
"org.springdoc.core.providers.SpringDataWebPropertiesProvider","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b2f3f0","16 B (0%)","1 (0%)"
"org.springdoc.core.configuration.SpringDocSortConfiguration","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$EmptyHandler","16 B (0%)","1 (0%)"
"org.springframework.boot.context.ContextIdApplicationContextInitializer","16 B (0%)","1 (0%)"
"org.springframework.boot.logging.LogLevel$$Lambda.0x0000007001039118","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.data.RepositoryMetricsAutoConfiguration$$Lambda.0x00000070014ee638","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.condition.ConditionsReportEndpoint","16 B (0%)","1 (0%)"
"okhttp3.TlsVersion$Companion","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$3","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$1","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$2","16 B (0%)","1 (0%)"
"org.springdoc.core.configuration.SpringDocConfiguration$OpenApiResourceAdvice","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.endpoint.EndpointIdTimeToLivePropertyFunction","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda.0x00000070012051c0","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$2","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$3","16 B (0%)","1 (0%)"
"org.springframework.boot.web.context.ServerPortInfoApplicationContextInitializer","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.RetryTopicConfigurationSupport$$Lambda.0x0000007001820630","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCAckHandler$$Lambda.0x0000007001c193f8","16 B (0%)","1 (0%)"
"org.redisson.client.protocol.decoder.MapScanResultReplayDecoder","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda.0x000000700125de10","16 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$$Lambda.0x00000070017d3880","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda.0x00000070012064c0","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$InstantPrinterParser","16 B (0%)","1 (0%)"
"org.springframework.aop.framework.adapter.MethodBeforeAdviceAdapter","16 B (0%)","1 (0%)"
"org.springdoc.core.configuration.SpringDocConfiguration$1","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.system.FileDescriptorMetrics$$Lambda.0x0000007001a1ed70","16 B (0%)","1 (0%)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.ListenerContainerFactoryResolver$$Lambda.0x0000007001822e38","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.ssl.SslProperties","16 B (0%)","1 (0%)"
"sun.security.util.ByteArrayTagOrder","16 B (0%)","1 (0%)"
"io.swagger.v3.oas.annotations.media.DependentRequired[]","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$ReactorRegistrar$$Lambda.0x00000070018fe148","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.client.AutoConfiguredRestClientSsl","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda.0x800000062","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.redis.RedisReactiveAutoConfiguration","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda.0x800000060","16 B (0%)","1 (0%)"
"sun.nio.ch.Net$1","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigDataEnvironmentUpdateListener$1","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.endpoint.EndpointIdTimeToLivePropertyFunction$$Lambda.0x000000700199dd38","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer$$Lambda.0x0000007001287cb8","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b41b00","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b3c5b0","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda.0x0000007001287478","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda.0x00000070015e2898","16 B (0%)","1 (0%)"
"org.redisson.client.codec.DoubleCodec$1","16 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry$RxJava3Registrar$$Lambda.0x0000007001946c98","16 B (0%)","1 (0%)"
"org.redisson.connection.ClientConnectionsEntry$$Lambda.0x000000700164d6f0","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.GsonHttpMessageConvertersConfiguration","16 B (0%)","1 (0%)"
"feign.Retryer$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.HttpRequestHandlerAdapter","16 B (0%)","1 (0%)"
"org.springframework.core.io.DefaultResourceLoader$$Lambda.0x00000070011f9778","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.sbom.SbomEndpointAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping$$Lambda.0x00000070018e7c38","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.MeterRegistry$$Lambda.0x00000070019b8298","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.AnnotationBeanNameGenerator$$Lambda.0x000000700123ad00","16 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$1","16 B (0%)","1 (0%)"
"sun.security.util.KeyStoreDelegator$$Lambda.0x00000070017c2b20","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b3aab0","16 B (0%)","1 (0%)"
"java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$PreserveErrorControllerTargetClassPostProcessor","16 B (0%)","1 (0%)"
"org.apache.kafka.common.utils.ConfigUtils$$Lambda.0x0000007001a71250","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.io.JsonStringEncoder","16 B (0%)","1 (0%)"
"org.springdoc.webmvc.ui.SwaggerConfigResource","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.opentelemetry.OpenTelemetryAutoConfiguration","16 B (0%)","1 (0%)"
"io.github.bucket4j.distributed.proxy.optimization.Optimization$1","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotatedTypeMetadata$$Lambda.0x000000700126c5d0","16 B (0%)","1 (0%)"
"okio.Segment$Companion","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.DefaultDateTypeAdapter$DateType$1","16 B (0%)","1 (0%)"
"org.wildfly.common.net.CidrAddressTable","16 B (0%)","1 (0%)"
"org.apache.kafka.common.utils.ConfigUtils$$Lambda.0x0000007001a70b98","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.JvmMetricsAutoConfiguration","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b30d80","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.health.HealthEndpointProperties$Logging","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.DeadLetterPublishingRecovererFactory$$Lambda.0x000000700181a000","16 B (0%)","1 (0%)"
"org.apache.kafka.clients.consumer.internals.ConsumerProtocol$$Lambda.0x0000007001b74f30","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$12","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$11","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$14","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$13","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$10","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$19","16 B (0%)","1 (0%)"
"io.micrometer.core.instrument.distribution.CountAtBucket[]","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$16","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$15","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$18","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$17","16 B (0%)","1 (0%)"
"org.springframework.integration.config.MessagingAnnotationBeanPostProcessor$$Lambda.0x0000007001a1b0e8","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$1","16 B (0%)","1 (0%)"
"org.springframework.kafka.retrytopic.EndpointCustomizerFactory$$Lambda.0x0000007001826470","16 B (0%)","1 (0%)"
"org.springdoc.core.configuration.SpringDocRequiredModule$RespectSchemaRequiredAnnotationIntrospector","16 B (0%)","1 (0%)"
"okhttp3.CipherSuite$Companion","16 B (0%)","1 (0%)"
"java.io.RandomAccessFile$2","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.redis.PropertiesRedisConnectionDetails","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.AnsiOutputApplicationListener$$Lambda.0x00000070011a1718","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda.0x00000070010b5478","16 B (0%)","1 (0%)"
"io.swagger.v3.oas.annotations.media.DiscriminatorMapping[]","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.endpoint.web.MappingWebEndpointPathMapper","16 B (0%)","1 (0%)"
"org.springframework.kafka.listener.DeadLetterPublishingRecoverer$$Lambda.0x0000007001a31e10","16 B (0%)","1 (0%)"
"java.net.URL$DefaultFactory","16 B (0%)","1 (0%)"
"java.util.stream.LongPipeline$$Lambda.0x00000070017df860","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.Errors$$Lambda.0x0000007001b38900","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$21","16 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.Type$20","16 B (0%)","1 (0%)"
"org.springframework.data.redis.connection.SubscriptionListener$1","16 B (0%)","1 (0%)"
"io.netty.util.concurrent.GlobalEventExecutor$1","16 B (0%)","1 (0%)"
"io.opentelemetry.api.trace.PropagatedSpan","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.context.properties.ConfigurationPropertiesReportEndpointAutoConfiguration","16 B (0%)","1 (0%)"
"org.aspectj.apache.bcel.classfile.Attribute[]","16 B (0%)","1 (0%)"
"io.micrometer.observation.SimpleObservationRegistry","16 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.observation.ObservationAutoConfiguration$MeterObservationHandlerConfiguration$TracingAndMetricsObservationHandlerConfiguration","16 B (0%)","1 (0%)"
